Query_ID,Identity_ID,Name,Image_Type,Priority,Query
Q001997,ID000250,Matt Damon,Fake,4,Matt Damon viral deepfake
Q001998,ID000250,Matt Damon,Fake,5,Matt Damon synthetic face
Q001999,ID000250,Matt Damon,Fake,6,Matt Damon Stable Diffusion
Q002000,ID000250,Matt Damon,Fake,7,Matt Damon Midjourney
Q002001,ID000251,Matt Dillon,Real,1,Matt Dillon
Q002002,ID000251,Matt Dillon,Fake,1,Matt Dillon AI generated
Q002003,ID000251,Matt Dillon,Fake,2,Matt Dillon deepfake
Q002004,ID000251,Matt Dillon,Fake,3,Matt Dillon AI image
Q002005,ID000251,Matt Dillon,Fake,4,Matt Dillon viral deepfake
Q002006,ID000251,Matt Dillon,Fake,5,Matt Dillon synthetic face
Q002007,ID000251,Matt Dillon,Fake,6,Matt Dillon Stable Diffusion
Q002008,ID000251,Matt Dillon,Fake,7,Matt Dillon Midjourney
Q002009,ID000252,Matt-Rife,Real,1,Matt-Rife
Q002010,ID000252,Matt-Rife,Fake,1,Matt-Rife AI generated
Q002011,ID000252,Matt-Rife,Fake,2,Matt-Rife deepfake
Q002012,ID000252,Matt-Rife,Fake,3,Matt-Rife AI image
Q002013,ID000252,Matt-Rife,Fake,4,Matt-Rife viral deepfake
Q002014,ID000252,Matt-Rife,Fake,5,Matt-Rife synthetic face
Q002015,ID000252,Matt-Rife,Fake,6,Matt-Rife Stable Diffusion
Q002016,ID000252,Matt-Rife,Fake,7,Matt-Rife Midjourney
Q002017,ID000253,Matthew Broderick,Real,1,Matthew Broderick
Q002018,ID000253,Matthew Broderick,Fake,1,Matthew Broderick AI generated
Q002019,ID000253,Matthew Broderick,Fake,2,Matthew Broderick deepfake
Q002020,ID000253,Matthew Broderick,Fake,3,Matthew Broderick AI image
Q002021,ID000253,Matthew Broderick,Fake,4,Matthew Broderick viral deepfake
Q002022,ID000253,Matthew Broderick,Fake,5,Matthew Broderick synthetic face
Q002023,ID000253,Matthew Broderick,Fake,6,Matthew Broderick Stable Diffusion
Q002024,ID000253,Matthew Broderick,Fake,7,Matthew Broderick Midjourney
Q002025,ID000254,Mesut Ozil,Real,1,Mesut Ozil
Q002026,ID000254,Mesut Ozil,Fake,1,Mesut Ozil AI generated
Q002027,ID000254,Mesut Ozil,Fake,2,Mesut Ozil deepfake
Q002028,ID000254,Mesut Ozil,Fake,3,Mesut Ozil AI image
Q002029,ID000254,Mesut Ozil,Fake,4,Mesut Ozil viral deepfake
Q002030,ID000254,Mesut Ozil,Fake,5,Mesut Ozil synthetic face
Q002031,ID000254,Mesut Ozil,Fake,6,Mesut Ozil Stable Diffusion
Q002032,ID000254,Mesut Ozil,Fake,7,Mesut Ozil Midjourney
Q002033,ID000255,Michael Caine,Real,1,Michael Caine
Q002034,ID000255,Michael Caine,Fake,1,Michael Caine AI generated
Q002035,ID000255,Michael Caine,Fake,2,Michael Caine deepfake
Q002036,ID000255,Michael Caine,Fake,3,Michael Caine AI image
Q002037,ID000255,Michael Caine,Fake,4,Michael Caine viral deepfake
Q002038,ID000255,Michael Caine,Fake,5,Michael Caine synthetic face
Q002039,ID000255,Michael Caine,Fake,6,Michael Caine Stable Diffusion
Q002040,ID000255,Michael Caine,Fake,7,Michael Caine Midjourney
Q002041,ID000256,Michael Cera,Real,1,Michael Cera
Q002042,ID000256,Michael Cera,Fake,1,Michael Cera AI generated
Q002043,ID000256,Michael Cera,Fake,2,Michael Cera deepfake
Q002044,ID000256,Michael Cera,Fake,3,Michael Cera AI image
Q002045,ID000256,Michael Cera,Fake,4,Michael Cera viral deepfake
Q002046,ID000256,Michael Cera,Fake,5,Michael Cera synthetic face
Q002047,ID000256,Michael Cera,Fake,6,Michael Cera Stable Diffusion
Q002048,ID000256,Michael Cera,Fake,7,Michael Cera Midjourney
Q002049,ID000257,Michael J. Fox,Real,1,Michael J. Fox
Q002050,ID000257,Michael J. Fox,Fake,1,Michael J. Fox AI generated
Q002051,ID000257,Michael J. Fox,Fake,2,Michael J. Fox deepfake
Q002052,ID000257,Michael J. Fox,Fake,3,Michael J. Fox AI image
Q002053,ID000257,Michael J. Fox,Fake,4,Michael J. Fox viral deepfake
Q002054,ID000257,Michael J. Fox,Fake,5,Michael J. Fox synthetic face
Q002055,ID000257,Michael J. Fox,Fake,6,Michael J. Fox Stable Diffusion
Q002056,ID000257,Michael J. Fox,Fake,7,Michael J. Fox Midjourney
Q002057,ID000258,Michael Keaton,Real,1,Michael Keaton
Q002058,ID000258,Michael Keaton,Fake,1,Michael Keaton AI generated
Q002059,ID000258,Michael Keaton,Fake,2,Michael Keaton deepfake
Q002060,ID000258,Michael Keaton,Fake,3,Michael Keaton AI image
Q002061,ID000258,Michael Keaton,Fake,4,Michael Keaton viral deepfake
Q002062,ID000258,Michael Keaton,Fake,5,Michael Keaton synthetic face
Q002063,ID000258,Michael Keaton,Fake,6,Michael Keaton Stable Diffusion
Q002064,ID000258,Michael Keaton,Fake,7,Michael Keaton Midjourney
Q002065,ID000259,Michael Nyqvist,Real,1,Michael Nyqvist
Q002066,ID000259,Michael Nyqvist,Fake,1,Michael Nyqvist AI generated
Q002067,ID000259,Michael Nyqvist,Fake,2,Michael Nyqvist deepfake
Q002068,ID000259,Michael Nyqvist,Fake,3,Michael Nyqvist AI image
Q002069,ID000259,Michael Nyqvist,Fake,4,Michael Nyqvist viral deepfake
Q002070,ID000259,Michael Nyqvist,Fake,5,Michael Nyqvist synthetic face
Q002071,ID000259,Michael Nyqvist,Fake,6,Michael Nyqvist Stable Diffusion
Q002072,ID000259,Michael Nyqvist,Fake,7,Michael Nyqvist Midjourney
Q002073,ID000260,Michael-Jackson,Real,1,Michael-Jackson
Q002074,ID000260,Michael-Jackson,Fake,1,Michael-Jackson AI generated
Q002075,ID000260,Michael-Jackson,Fake,2,Michael-Jackson deepfake
Q002076,ID000260,Michael-Jackson,Fake,3,Michael-Jackson AI image
Q002077,ID000260,Michael-Jackson,Fake,4,Michael-Jackson viral deepfake
Q002078,ID000260,Michael-Jackson,Fake,5,Michael-Jackson synthetic face
Q002079,ID000260,Michael-Jackson,Fake,6,Michael-Jackson Stable Diffusion
Q002080,ID000260,Michael-Jackson,Fake,7,Michael-Jackson Midjourney
Q002081,ID000261,Michele-Morrone,Real,1,Michele-Morrone
Q002082,ID000261,Michele-Morrone,Fake,1,Michele-Morrone AI generated
Q002083,ID000261,Michele-Morrone,Fake,2,Michele-Morrone deepfake
Q002084,ID000261,Michele-Morrone,Fake,3,Michele-Morrone AI image
Q002085,ID000261,Michele-Morrone,Fake,4,Michele-Morrone viral deepfake
Q002086,ID000261,Michele-Morrone,Fake,5,Michele-Morrone synthetic face
Q002087,ID000261,Michele-Morrone,Fake,6,Michele-Morrone Stable Diffusion
Q002088,ID000261,Michele-Morrone,Fake,7,Michele-Morrone Midjourney
Q002089,ID000262,Michelle Pfeiffer,Real,1,Michelle Pfeiffer
Q002090,ID000262,Michelle Pfeiffer,Fake,1,Michelle Pfeiffer AI generated
Q002091,ID000262,Michelle Pfeiffer,Fake,2,Michelle Pfeiffer deepfake
Q002092,ID000262,Michelle Pfeiffer,Fake,3,Michelle Pfeiffer AI image
Q002093,ID000262,Michelle Pfeiffer,Fake,4,Michelle Pfeiffer viral deepfake
Q002094,ID000262,Michelle Pfeiffer,Fake,5,Michelle Pfeiffer synthetic face
Q002095,ID000262,Michelle Pfeiffer,Fake,6,Michelle Pfeiffer Stable Diffusion
Q002096,ID000262,Michelle Pfeiffer,Fake,7,Michelle Pfeiffer Midjourney
Q002097,ID000263,Michelle Yeoh,Real,1,Michelle Yeoh
Q002098,ID000263,Michelle Yeoh,Fake,1,Michelle Yeoh AI generated
Q002099,ID000263,Michelle Yeoh,Fake,2,Michelle Yeoh deepfake
Q002100,ID000263,Michelle Yeoh,Fake,3,Michelle Yeoh AI image
Q002101,ID000263,Michelle Yeoh,Fake,4,Michelle Yeoh viral deepfake
Q002102,ID000263,Michelle Yeoh,Fake,5,Michelle Yeoh synthetic face
Q002103,ID000263,Michelle Yeoh,Fake,6,Michelle Yeoh Stable Diffusion
Q002104,ID000263,Michelle Yeoh,Fake,7,Michelle Yeoh Midjourney
Q002105,ID000264,Mickey Rourke,Real,1,Mickey Rourke
Q002106,ID000264,Mickey Rourke,Fake,1,Mickey Rourke AI generated
Q002107,ID000264,Mickey Rourke,Fake,2,Mickey Rourke deepfake
Q002108,ID000264,Mickey Rourke,Fake,3,Mickey Rourke AI image
Q002109,ID000264,Mickey Rourke,Fake,4,Mickey Rourke viral deepfake
Q002110,ID000264,Mickey Rourke,Fake,5,Mickey Rourke synthetic face
Q002111,ID000264,Mickey Rourke,Fake,6,Mickey Rourke Stable Diffusion
Q002112,ID000264,Mickey Rourke,Fake,7,Mickey Rourke Midjourney
Q002113,ID000265,Miles Teller,Real,1,Miles Teller
Q002114,ID000265,Miles Teller,Fake,1,Miles Teller AI generated
Q002115,ID000265,Miles Teller,Fake,2,Miles Teller deepfake
Q002116,ID000265,Miles Teller,Fake,3,Miles Teller AI image
Q002117,ID000265,Miles Teller,Fake,4,Miles Teller viral deepfake
Q002118,ID000265,Miles Teller,Fake,5,Miles Teller synthetic face
Q002119,ID000265,Miles Teller,Fake,6,Miles Teller Stable Diffusion
Q002120,ID000265,Miles Teller,Fake,7,Miles Teller Midjourney
Q002121,ID000266,Mina,Real,1,Mina
Q002122,ID000266,Mina,Fake,1,Mina AI generated
Q002123,ID000266,Mina,Fake,2,Mina deepfake
Q002124,ID000266,Mina,Fake,3,Mina AI image
Q002125,ID000266,Mina,Fake,4,Mina viral deepfake
Q002126,ID000266,Mina,Fake,5,Mina synthetic face
Q002127,ID000266,Mina,Fake,6,Mina Stable Diffusion
Q002128,ID000266,Mina,Fake,7,Mina Midjourney
Q002129,ID000267,Mohamed Salah,Real,1,Mohamed Salah
Q002130,ID000267,Mohamed Salah,Fake,1,Mohamed Salah AI generated
Q002131,ID000267,Mohamed Salah,Fake,2,Mohamed Salah deepfake
Q002132,ID000267,Mohamed Salah,Fake,3,Mohamed Salah AI image
Q002133,ID000267,Mohamed Salah,Fake,4,Mohamed Salah viral deepfake
Q002134,ID000267,Mohamed Salah,Fake,5,Mohamed Salah synthetic face
Q002135,ID000267,Mohamed Salah,Fake,6,Mohamed Salah Stable Diffusion
Q002136,ID000267,Mohamed Salah,Fake,7,Mohamed Salah Midjourney
Q002137,ID000268,Mohammad-Ahmed,Real,1,Mohammad-Ahmed
Q002138,ID000268,Mohammad-Ahmed,Fake,1,Mohammad-Ahmed AI generated
Q002139,ID000268,Mohammad-Ahmed,Fake,2,Mohammad-Ahmed deepfake
Q002140,ID000268,Mohammad-Ahmed,Fake,3,Mohammad-Ahmed AI image
Q002141,ID000268,Mohammad-Ahmed,Fake,4,Mohammad-Ahmed viral deepfake
Q002142,ID000268,Mohammad-Ahmed,Fake,5,Mohammad-Ahmed synthetic face
Q002143,ID000268,Mohammad-Ahmed,Fake,6,Mohammad-Ahmed Stable Diffusion
Q002144,ID000268,Mohammad-Ahmed,Fake,7,Mohammad-Ahmed Midjourney
Q002145,ID000269,Mohammad-Albuty,Real,1,Mohammad-Albuty
Q002146,ID000269,Mohammad-Albuty,Fake,1,Mohammad-Albuty AI generated
Q002147,ID000269,Mohammad-Albuty,Fake,2,Mohammad-Albuty deepfake
Q002148,ID000269,Mohammad-Albuty,Fake,3,Mohammad-Albuty AI image
Q002149,ID000269,Mohammad-Albuty,Fake,4,Mohammad-Albuty viral deepfake
Q002150,ID000269,Mohammad-Albuty,Fake,5,Mohammad-Albuty synthetic face
Q002151,ID000269,Mohammad-Albuty,Fake,6,Mohammad-Albuty Stable Diffusion
Q002152,ID000269,Mohammad-Albuty,Fake,7,Mohammad-Albuty Midjourney
Q002153,ID000270,Monica Bellucci,Real,1,Monica Bellucci
Q002154,ID000270,Monica Bellucci,Fake,1,Monica Bellucci AI generated
Q002155,ID000270,Monica Bellucci,Fake,2,Monica Bellucci deepfake
Q002156,ID000270,Monica Bellucci,Fake,3,Monica Bellucci AI image
Q002157,ID000270,Monica Bellucci,Fake,4,Monica Bellucci viral deepfake
Q002158,ID000270,Monica Bellucci,Fake,5,Monica Bellucci synthetic face
Q002159,ID000270,Monica Bellucci,Fake,6,Monica Bellucci Stable Diffusion
Q002160,ID000270,Monica Bellucci,Fake,7,Monica Bellucci Midjourney
Q002161,ID000271,M�lanie Laurent,Real,1,M�lanie Laurent
Q002162,ID000271,M�lanie Laurent,Fake,1,M�lanie Laurent AI generated
Q002163,ID000271,M�lanie Laurent,Fake,2,M�lanie Laurent deepfake
Q002164,ID000271,M�lanie Laurent,Fake,3,M�lanie Laurent AI image
Q002165,ID000271,M�lanie Laurent,Fake,4,M�lanie Laurent viral deepfake
Q002166,ID000271,M�lanie Laurent,Fake,5,M�lanie Laurent synthetic face
Q002167,ID000271,M�lanie Laurent,Fake,6,M�lanie Laurent Stable Diffusion
Q002168,ID000271,M�lanie Laurent,Fake,7,M�lanie Laurent Midjourney
Q002169,ID000272,Nadir-Sami-Al-Koraya,Real,1,Nadir-Sami-Al-Koraya
Q002170,ID000272,Nadir-Sami-Al-Koraya,Fake,1,Nadir-Sami-Al-Koraya AI generated
Q002171,ID000272,Nadir-Sami-Al-Koraya,Fake,2,Nadir-Sami-Al-Koraya deepfake
Q002172,ID000272,Nadir-Sami-Al-Koraya,Fake,3,Nadir-Sami-Al-Koraya AI image
Q002173,ID000272,Nadir-Sami-Al-Koraya,Fake,4,Nadir-Sami-Al-Koraya viral deepfake
Q002174,ID000272,Nadir-Sami-Al-Koraya,Fake,5,Nadir-Sami-Al-Koraya synthetic face
Q002175,ID000272,Nadir-Sami-Al-Koraya,Fake,6,Nadir-Sami-Al-Koraya Stable Diffusion
Q002176,ID000272,Nadir-Sami-Al-Koraya,Fake,7,Nadir-Sami-Al-Koraya Midjourney
Q002177,ID000273,Nancy-Pelosi,Real,1,Nancy-Pelosi
Q002178,ID000273,Nancy-Pelosi,Fake,1,Nancy-Pelosi AI generated
Q002179,ID000273,Nancy-Pelosi,Fake,2,Nancy-Pelosi deepfake
Q002180,ID000273,Nancy-Pelosi,Fake,3,Nancy-Pelosi AI image
Q002181,ID000273,Nancy-Pelosi,Fake,4,Nancy-Pelosi viral deepfake
Q002182,ID000273,Nancy-Pelosi,Fake,5,Nancy-Pelosi synthetic face
Q002183,ID000273,Nancy-Pelosi,Fake,6,Nancy-Pelosi Stable Diffusion
Q002184,ID000273,Nancy-Pelosi,Fake,7,Nancy-Pelosi Midjourney
Q002185,ID000274,Naomi Watts,Real,1,Naomi Watts
Q002186,ID000274,Naomi Watts,Fake,1,Naomi Watts AI generated
Q002187,ID000274,Naomi Watts,Fake,2,Naomi Watts deepfake
Q002188,ID000274,Naomi Watts,Fake,3,Naomi Watts AI image
Q002189,ID000274,Naomi Watts,Fake,4,Naomi Watts viral deepfake
Q002190,ID000274,Naomi Watts,Fake,5,Naomi Watts synthetic face
Q002191,ID000274,Naomi Watts,Fake,6,Naomi Watts Stable Diffusion
Q002192,ID000274,Naomi Watts,Fake,7,Naomi Watts Midjourney
Q002193,ID000275,Nasser-Al-Huqbani,Real,1,Nasser-Al-Huqbani
Q002194,ID000275,Nasser-Al-Huqbani,Fake,1,Nasser-Al-Huqbani AI generated
Q002195,ID000275,Nasser-Al-Huqbani,Fake,2,Nasser-Al-Huqbani deepfake
Q002196,ID000275,Nasser-Al-Huqbani,Fake,3,Nasser-Al-Huqbani AI image
Q002197,ID000275,Nasser-Al-Huqbani,Fake,4,Nasser-Al-Huqbani viral deepfake
Q002198,ID000275,Nasser-Al-Huqbani,Fake,5,Nasser-Al-Huqbani synthetic face
Q002199,ID000275,Nasser-Al-Huqbani,Fake,6,Nasser-Al-Huqbani Stable Diffusion
Q002200,ID000275,Nasser-Al-Huqbani,Fake,7,Nasser-Al-Huqbani Midjourney
Q002201,ID000276,Neha-Kakka,Real,1,Neha-Kakka
Q002202,ID000276,Neha-Kakka,Fake,1,Neha-Kakka AI generated
Q002203,ID000276,Neha-Kakka,Fake,2,Neha-Kakka deepfake
Q002204,ID000276,Neha-Kakka,Fake,3,Neha-Kakka AI image
Q002205,ID000276,Neha-Kakka,Fake,4,Neha-Kakka viral deepfake
Q002206,ID000276,Neha-Kakka,Fake,5,Neha-Kakka synthetic face
Q002207,ID000276,Neha-Kakka,Fake,6,Neha-Kakka Stable Diffusion
Q002208,ID000276,Neha-Kakka,Fake,7,Neha-Kakka Midjourney
Q002209,ID000277,Nelson-Mendala,Real,1,Nelson-Mendala
Q002210,ID000277,Nelson-Mendala,Fake,1,Nelson-Mendala AI generated
Q002211,ID000277,Nelson-Mendala,Fake,2,Nelson-Mendala deepfake
Q002212,ID000277,Nelson-Mendala,Fake,3,Nelson-Mendala AI image
Q002213,ID000277,Nelson-Mendala,Fake,4,Nelson-Mendala viral deepfake
Q002214,ID000277,Nelson-Mendala,Fake,5,Nelson-Mendala synthetic face
Q002215,ID000277,Nelson-Mendala,Fake,6,Nelson-Mendala Stable Diffusion
Q002216,ID000277,Nelson-Mendala,Fake,7,Nelson-Mendala Midjourney
Q002217,ID000278,Neymar,Real,1,Neymar
Q002218,ID000278,Neymar,Fake,1,Neymar AI generated
Q002219,ID000278,Neymar,Fake,2,Neymar deepfake
Q002220,ID000278,Neymar,Fake,3,Neymar AI image
Q002221,ID000278,Neymar,Fake,4,Neymar viral deepfake
Q002222,ID000278,Neymar,Fake,5,Neymar synthetic face
Q002223,ID000278,Neymar,Fake,6,Neymar Stable Diffusion
Q002224,ID000278,Neymar,Fake,7,Neymar Midjourney
Q002225,ID000279,Nicholas-Galitzine,Real,1,Nicholas-Galitzine
Q002226,ID000279,Nicholas-Galitzine,Fake,1,Nicholas-Galitzine AI generated
Q002227,ID000279,Nicholas-Galitzine,Fake,2,Nicholas-Galitzine deepfake
Q002228,ID000279,Nicholas-Galitzine,Fake,3,Nicholas-Galitzine AI image
Q002229,ID000279,Nicholas-Galitzine,Fake,4,Nicholas-Galitzine viral deepfake
Q002230,ID000279,Nicholas-Galitzine,Fake,5,Nicholas-Galitzine synthetic face
Q002231,ID000279,Nicholas-Galitzine,Fake,6,Nicholas-Galitzine Stable Diffusion
Q002232,ID000279,Nicholas-Galitzine,Fake,7,Nicholas-Galitzine Midjourney
Q002233,ID000280,Nick DiGiovanni,Real,1,Nick DiGiovanni
Q002234,ID000280,Nick DiGiovanni,Fake,1,Nick DiGiovanni AI generated
Q002235,ID000280,Nick DiGiovanni,Fake,2,Nick DiGiovanni deepfake
Q002236,ID000280,Nick DiGiovanni,Fake,3,Nick DiGiovanni AI image
Q002237,ID000280,Nick DiGiovanni,Fake,4,Nick DiGiovanni viral deepfake
Q002238,ID000280,Nick DiGiovanni,Fake,5,Nick DiGiovanni synthetic face
Q002239,ID000280,Nick DiGiovanni,Fake,6,Nick DiGiovanni Stable Diffusion
Q002240,ID000280,Nick DiGiovanni,Fake,7,Nick DiGiovanni Midjourney
Q002241,ID000281,Nick Nolte,Real,1,Nick Nolte
Q002242,ID000281,Nick Nolte,Fake,1,Nick Nolte AI generated
Q002243,ID000281,Nick Nolte,Fake,2,Nick Nolte deepfake
Q002244,ID000281,Nick Nolte,Fake,3,Nick Nolte AI image
Q002245,ID000281,Nick Nolte,Fake,4,Nick Nolte viral deepfake
Q002246,ID000281,Nick Nolte,Fake,5,Nick Nolte synthetic face
Q002247,ID000281,Nick Nolte,Fake,6,Nick Nolte Stable Diffusion
Q002248,ID000281,Nick Nolte,Fake,7,Nick Nolte Midjourney
Q002249,ID000282,Nicky-Campbell,Real,1,Nicky-Campbell
Q002250,ID000282,Nicky-Campbell,Fake,1,Nicky-Campbell AI generated
Q002251,ID000282,Nicky-Campbell,Fake,2,Nicky-Campbell deepfake
Q002252,ID000282,Nicky-Campbell,Fake,3,Nicky-Campbell AI image
Q002253,ID000282,Nicky-Campbell,Fake,4,Nicky-Campbell viral deepfake
Q002254,ID000282,Nicky-Campbell,Fake,5,Nicky-Campbell synthetic face
Q002255,ID000282,Nicky-Campbell,Fake,6,Nicky-Campbell Stable Diffusion
Q002256,ID000282,Nicky-Campbell,Fake,7,Nicky-Campbell Midjourney
Q002257,ID000283,Nico Paz,Real,1,Nico Paz
Q002258,ID000283,Nico Paz,Fake,1,Nico Paz AI generated
Q002259,ID000283,Nico Paz,Fake,2,Nico Paz deepfake
Q002260,ID000283,Nico Paz,Fake,3,Nico Paz AI image
Q002261,ID000283,Nico Paz,Fake,4,Nico Paz viral deepfake
Q002262,ID000283,Nico Paz,Fake,5,Nico Paz synthetic face
Q002263,ID000283,Nico Paz,Fake,6,Nico Paz Stable Diffusion
Q002264,ID000283,Nico Paz,Fake,7,Nico Paz Midjourney
Q002265,ID000284,Ning-Yizhuo,Real,1,Ning-Yizhuo
Q002266,ID000284,Ning-Yizhuo,Fake,1,Ning-Yizhuo AI generated
Q002267,ID000284,Ning-Yizhuo,Fake,2,Ning-Yizhuo deepfake
Q002268,ID000284,Ning-Yizhuo,Fake,3,Ning-Yizhuo AI image
Q002269,ID000284,Ning-Yizhuo,Fake,4,Ning-Yizhuo viral deepfake
Q002270,ID000284,Ning-Yizhuo,Fake,5,Ning-Yizhuo synthetic face
Q002271,ID000284,Ning-Yizhuo,Fake,6,Ning-Yizhuo Stable Diffusion
Q002272,ID000284,Ning-Yizhuo,Fake,7,Ning-Yizhuo Midjourney
Q002273,ID000285,Norman-Swan,Real,1,Norman-Swan
Q002274,ID000285,Norman-Swan,Fake,1,Norman-Swan AI generated
Q002275,ID000285,Norman-Swan,Fake,2,Norman-Swan deepfake
Q002276,ID000285,Norman-Swan,Fake,3,Norman-Swan AI image
Q002277,ID000285,Norman-Swan,Fake,4,Norman-Swan viral deepfake
Q002278,ID000285,Norman-Swan,Fake,5,Norman-Swan synthetic face
Q002279,ID000285,Norman-Swan,Fake,6,Norman-Swan Stable Diffusion
Q002280,ID000285,Norman-Swan,Fake,7,Norman-Swan Midjourney
Q002281,ID000286,Olga-Loiek,Real,1,Olga-Loiek
Q002282,ID000286,Olga-Loiek,Fake,1,Olga-Loiek AI generated
Q002283,ID000286,Olga-Loiek,Fake,2,Olga-Loiek deepfake
Q002284,ID000286,Olga-Loiek,Fake,3,Olga-Loiek AI image
Q002285,ID000286,Olga-Loiek,Fake,4,Olga-Loiek viral deepfake
Q002286,ID000286,Olga-Loiek,Fake,5,Olga-Loiek synthetic face
Q002287,ID000286,Olga-Loiek,Fake,6,Olga-Loiek Stable Diffusion
Q002288,ID000286,Olga-Loiek,Fake,7,Olga-Loiek Midjourney
Q002289,ID000287,Olivia-Rodrigo,Real,1,Olivia-Rodrigo
Q002290,ID000287,Olivia-Rodrigo,Fake,1,Olivia-Rodrigo AI generated
Q002291,ID000287,Olivia-Rodrigo,Fake,2,Olivia-Rodrigo deepfake
Q002292,ID000287,Olivia-Rodrigo,Fake,3,Olivia-Rodrigo AI image
Q002293,ID000287,Olivia-Rodrigo,Fake,4,Olivia-Rodrigo viral deepfake
Q002294,ID000287,Olivia-Rodrigo,Fake,5,Olivia-Rodrigo synthetic face
Q002295,ID000287,Olivia-Rodrigo,Fake,6,Olivia-Rodrigo Stable Diffusion
Q002296,ID000287,Olivia-Rodrigo,Fake,7,Olivia-Rodrigo Midjourney
Q002297,ID000288,Patricia Arquette,Real,1,Patricia Arquette
Q002298,ID000288,Patricia Arquette,Fake,1,Patricia Arquette AI generated
Q002299,ID000288,Patricia Arquette,Fake,2,Patricia Arquette deepfake
Q002300,ID000288,Patricia Arquette,Fake,3,Patricia Arquette AI image
Q002301,ID000288,Patricia Arquette,Fake,4,Patricia Arquette viral deepfake
Q002302,ID000288,Patricia Arquette,Fake,5,Patricia Arquette synthetic face
Q002303,ID000288,Patricia Arquette,Fake,6,Patricia Arquette Stable Diffusion
Q002304,ID000288,Patricia Arquette,Fake,7,Patricia Arquette Midjourney
Q002305,ID000289,Patrick Stewart,Real,1,Patrick Stewart
Q002306,ID000289,Patrick Stewart,Fake,1,Patrick Stewart AI generated
Q002307,ID000289,Patrick Stewart,Fake,2,Patrick Stewart deepfake
Q002308,ID000289,Patrick Stewart,Fake,3,Patrick Stewart AI image
Q002309,ID000289,Patrick Stewart,Fake,4,Patrick Stewart viral deepfake
Q002310,ID000289,Patrick Stewart,Fake,5,Patrick Stewart synthetic face
Q002311,ID000289,Patrick Stewart,Fake,6,Patrick Stewart Stable Diffusion
Q002312,ID000289,Patrick Stewart,Fake,7,Patrick Stewart Midjourney
Q002313,ID000290,Patrick Wilson,Real,1,Patrick Wilson
Q002314,ID000290,Patrick Wilson,Fake,1,Patrick Wilson AI generated
Q002315,ID000290,Patrick Wilson,Fake,2,Patrick Wilson deepfake
Q002316,ID000290,Patrick Wilson,Fake,3,Patrick Wilson AI image
Q002317,ID000290,Patrick Wilson,Fake,4,Patrick Wilson viral deepfake
Q002318,ID000290,Patrick Wilson,Fake,5,Patrick Wilson synthetic face
Q002319,ID000290,Patrick Wilson,Fake,6,Patrick Wilson Stable Diffusion
Q002320,ID000290,Patrick Wilson,Fake,7,Patrick Wilson Midjourney
Q002321,ID000291,Paul Newman,Real,1,Paul Newman
Q002322,ID000291,Paul Newman,Fake,1,Paul Newman AI generated
Q002323,ID000291,Paul Newman,Fake,2,Paul Newman deepfake
Q002324,ID000291,Paul Newman,Fake,3,Paul Newman AI image
Q002325,ID000291,Paul Newman,Fake,4,Paul Newman viral deepfake
Q002326,ID000291,Paul Newman,Fake,5,Paul Newman synthetic face
Q002327,ID000291,Paul Newman,Fake,6,Paul Newman Stable Diffusion
Q002328,ID000291,Paul Newman,Fake,7,Paul Newman Midjourney
Q002329,ID000292,Paul Rudd,Real,1,Paul Rudd
Q002330,ID000292,Paul Rudd,Fake,1,Paul Rudd AI generated
Q002331,ID000292,Paul Rudd,Fake,2,Paul Rudd deepfake
Q002332,ID000292,Paul Rudd,Fake,3,Paul Rudd AI image
Q002333,ID000292,Paul Rudd,Fake,4,Paul Rudd viral deepfake
Q002334,ID000292,Paul Rudd,Fake,5,Paul Rudd synthetic face
Q002335,ID000292,Paul Rudd,Fake,6,Paul Rudd Stable Diffusion
Q002336,ID000292,Paul Rudd,Fake,7,Paul Rudd Midjourney
Q002337,ID000293,Paul Walker,Real,1,Paul Walker
Q002338,ID000293,Paul Walker,Fake,1,Paul Walker AI generated
Q002339,ID000293,Paul Walker,Fake,2,Paul Walker deepfake
Q002340,ID000293,Paul Walker,Fake,3,Paul Walker AI image
Q002341,ID000293,Paul Walker,Fake,4,Paul Walker viral deepfake
Q002342,ID000293,Paul Walker,Fake,5,Paul Walker synthetic face
Q002343,ID000293,Paul Walker,Fake,6,Paul Walker Stable Diffusion
Q002344,ID000293,Paul Walker,Fake,7,Paul Walker Midjourney
Q002345,ID000294,Pedro-Pascal,Real,1,Pedro-Pascal
Q002346,ID000294,Pedro-Pascal,Fake,1,Pedro-Pascal AI generated
Q002347,ID000294,Pedro-Pascal,Fake,2,Pedro-Pascal deepfake
Q002348,ID000294,Pedro-Pascal,Fake,3,Pedro-Pascal AI image
Q002349,ID000294,Pedro-Pascal,Fake,4,Pedro-Pascal viral deepfake
Q002350,ID000294,Pedro-Pascal,Fake,5,Pedro-Pascal synthetic face
Q002351,ID000294,Pedro-Pascal,Fake,6,Pedro-Pascal Stable Diffusion
Q002352,ID000294,Pedro-Pascal,Fake,7,Pedro-Pascal Midjourney
Q002353,ID000295,Phil Salt,Real,1,Phil Salt
Q002354,ID000295,Phil Salt,Fake,1,Phil Salt AI generated
Q002355,ID000295,Phil Salt,Fake,2,Phil Salt deepfake
Q002356,ID000295,Phil Salt,Fake,3,Phil Salt AI image
